,Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue,Sumperemp
8144,Hospital 991,District 13,Instrument 2,7562,25.375838926174495
8145,Hospital 991,District 13,Instrument 5,636,2.134228187919463
8146,Hospital 991,District 20,Instrument 2,2411,141.8235294117647
8147,Hospital 991,District 20,Instrument 3,8880,522.3529411764706
8148,Hospital 991,District 32,Instrument 2,16800,1050.0
8149,Hospital 991,District 32,Instrument 3,2370,148.125
8150,Hospital 991,District 32,Instrument 5,420,26.25
8151,Hospital 991,District 34,Instrument 2,1110,1110.0
8152,Hospital 991,District 34,Instrument 3,630,630.0
8153,Hospital 992,District 13,Instrument 5,5616,87.75
8154,Hospital 993,District 12,Instrument 2,559721,133.68067828994506
8155,Hospital 993,District 12,Instrument 3,623116,148.82159063768808
8156,Hospital 993,District 13,Instrument 2,160397,157.87106299212599
8157,Hospital 993,District 13,Instrument 3,149207,146.85728346456693
8158,Hospital 993,District 13,Instrument 5,574610,565.5610236220473
8159,Hospital 993,District 15,Instrument 2,8280,1035.0
8160,Hospital 993,District 15,Instrument 3,600,75.0
8161,Hospital 993,District 15,Instrument 5,12000,1500.0
8162,Hospital 993,District 15,Instrument 7,3000,375.0
8163,Hospital 993,District 17,Instrument 2,108809,130.31017964071856
8164,Hospital 993,District 17,Instrument 3,11154,13.35808383233533
8165,Hospital 993,District 18,Instrument 3,432,1.0936708860759494
8166,Hospital 993,District 20,Instrument 2,100024,44.219274977895665
8167,Hospital 993,District 20,Instrument 3,81460,36.01237842617153
8168,Hospital 993,District 28,Instrument 2,60300,98.36867862969005
8169,Hospital 993,District 28,Instrument 3,1512,2.466557911908646
8170,Hospital 993,District 28,Instrument 5,40968,66.83197389885808
8171,Hospital 993,District 3,Instrument 2,8040,151.69811320754718
8172,Hospital 993,District 32,Instrument 2,5400,300.0
8173,Hospital 993,District 34,Instrument 2,119841,119841.0
8174,Hospital 993,District 34,Instrument 3,21433,21433.0
8175,Hospital 993,District 34,Instrument 5,40818,40818.0
8176,Hospital 993,District 34,Instrument 7,1500,1500.0
8177,Hospital 993,District 4,Instrument 2,46620,46620.0
8178,Hospital 993,District 41,Instrument 2,90436,26.78791469194313
8179,Hospital 993,District 41,Instrument 3,175260,51.91350710900474
8180,Hospital 993,District 41,Instrument 5,87372,25.880331753554504
8181,Hospital 993,District 50,Instrument 2,42946,42946.0
8182,Hospital 993,District 50,Instrument 3,82319,82319.0
8183,Hospital 993,District 50,Instrument 5,178128,178128.0
8184,Hospital 993,District 8,Instrument 2,10212,537.4736842105264
8185,Hospital 993,District 9,Instrument 2,3900,3900.0
8186,Hospital 993,No District Available,Instrument 13,9750,9750.0
8187,Hospital 994,District 20,Instrument 2,10800,25.11627906976744
8188,Hospital 994,District 20,Instrument 7,69050,160.58139534883722
8189,Hospital 995,District 19,Instrument 2,180000,297.029702970297
8190,Hospital 995,District 20,Instrument 2,200940,517.8865979381443
8191,Hospital 995,District 20,Instrument 3,131880,339.89690721649487
8192,Hospital 995,District 20,Instrument 7,11307,29.141752577319586
8193,Hospital 995,District 28,Instrument 5,24000,69.97084548104957
8194,Hospital 995,District 34,Instrument 2,107031,411.6576923076923
8195,Hospital 995,District 34,Instrument 3,35202,135.3923076923077
8196,Hospital 995,District 44,Instrument 2,288900,180.11221945137157
8197,Hospital 995,District 44,Instrument 3,202860,126.4713216957606
8198,Hospital 995,District 50,Instrument 2,64298,64298.0
8199,Hospital 995,District 50,Instrument 3,26791,26791.0
8200,Hospital 996,District 15,Instrument 2,11250,11250.0
8201,Hospital 996,District 15,Instrument 3,1200,1200.0
8202,Hospital 996,District 20,Instrument 2,66468,66468.0
8203,Hospital 996,District 20,Instrument 3,32136,32136.0
8204,Hospital 996,District 34,Instrument 2,1968,1968.0
8205,Hospital 996,District 34,Instrument 3,468,468.0
8206,Hospital 997,District 34,Instrument 2,5730,5730.0
8207,Hospital 997,District 34,Instrument 4,678,678.0
8208,Hospital 997,District 41,Instrument 2,8640,8640.0
8209,Hospital 997,District 41,Instrument 3,8640,8640.0
8210,Hospital 998,District 13,Instrument 2,114660,32.26223972988182
8211,Hospital 998,District 13,Instrument 3,68340,19.2290377039955
8212,Hospital 998,District 13,Instrument 4,22440,6.3140123804164325
8213,Hospital 998,District 18,Instrument 2,23218,10.305370616955171
8214,Hospital 998,District 18,Instrument 3,465,0.20639147802929428
8215,Hospital 998,District 20,Instrument 2,41478,31.470409711684372
8216,Hospital 998,District 20,Instrument 3,10596,8.039453717754173
8217,Hospital 998,District 34,Instrument 2,720,24.82758620689655
8218,Hospital 998,District 34,Instrument 3,144,4.9655172413793105
8219,Hospital 998,District 39,Instrument 2,3005,3.7053020961775585
8220,Hospital 998,District 39,Instrument 4,264,0.32552404438964244
8221,Hospital 998,District 41,Instrument 2,5370,11.281512605042018
8222,Hospital 998,District 41,Instrument 3,2250,4.726890756302521
8223,Hospital 998,District 50,Instrument 3,9184,9184.0
8224,Hospital 999,District 13,Instrument 2,101058,282.2849162011173
8225,Hospital 999,District 13,Instrument 3,1200,3.35195530726257
8226,Hospital 999,District 20,Instrument 2,10044,122.48780487804878
8227,Hospital 999,District 20,Instrument 3,1304,15.902439024390244
8228,Hospital 999,District 20,Instrument 7,468,5.7073170731707314
8229,Hospital 999,District 50,Instrument 2,2534,2534.0
8230,Hospital 999,District 50,Instrument 3,30752,30752.0
8231,Hospital 1,District 13,Instrument 7,3542,590.3333333333334
8232,Hospital 1,District 2,Instrument 3,3672,3672.0
8233,Hospital 1,District 20,Instrument 4,295926,2642.1964285714284
8234,Hospital 1,District 41,Instrument 4,810,9.759036144578314
8235,Hospital 1,District 41,Instrument 7,1239,14.927710843373495
8236,Hospital 1,District 50,Instrument 4,14877,14877.0
8237,Hospital 1000,District 39,Instrument 3,453,453.0
8238,Hospital 1000,District 50,Instrument 4,60479,60479.0
8239,Hospital 1001,District 41,Instrument 4,2088,49.714285714285715
8240,Hospital 1001,District 41,Instrument 7,420,10.0
8241,Hospital 1003,District 15,Instrument 2,540,60.0
8242,Hospital 1003,District 15,Instrument 5,6000,666.6666666666666
8243,Hospital 1003,District 39,Instrument 3,28026,1000.9285714285714
8244,Hospital 1003,District 39,Instrument 8,924,33.0
8245,Hospital 1003,District 50,Instrument 4,28515,28515.0
8246,Hospital 1006,District 19,Instrument 3,240,0.16326530612244897
8247,Hospital 1006,District 41,Instrument 4,1731,61.82142857142857
8248,Hospital 1007,District 39,Instrument 3,7859,7859.0
8249,Hospital 1007,District 8,Instrument 3,35304,147.1
8250,Hospital 1007,District 8,Instrument 7,2820,11.75
8251,Hospital 1008,District 20,Instrument 4,3240,33.06122448979592
8252,Hospital 1008,District 34,Instrument 8,7488,7488.0
8253,Hospital 1008,District 39,Instrument 3,144588,144588.0
8254,Hospital 101,District 13,Instrument 7,243251,648.6693333333334
8255,Hospital 101,District 17,Instrument 2,21611,21611.0
8256,Hospital 101,District 17,Instrument 3,26112,26112.0
8257,Hospital 101,District 17,Instrument 4,2522,2522.0
8258,Hospital 101,District 20,Instrument 5,11280,1025.4545454545455
8259,Hospital 101,District 50,Instrument 2,444,444.0
8260,Hospital 101,District 50,Instrument 3,6527,6527.0
8261,Hospital 1010,District 20,Instrument 5,12282,267.0
8262,Hospital 1010,District 44,Instrument 4,35640,4.523990860624524
8263,Hospital 1010,District 50,Instrument 7,3106,3106.0
8264,Hospital 1011,District 32,Instrument 7,3528,0.7798408488063661
8265,Hospital 1011,District 41,Instrument 7,1152,64.0
8266,Hospital 1014,District 19,Instrument 3,25935,418.30645161290323
8267,Hospital 1014,District 20,Instrument 4,46764,46764.0
8268,Hospital 1014,District 3,Instrument 3,21562,21562.0
8269,Hospital 1014,District 39,Instrument 3,16019,372.5348837209302
8270,Hospital 1014,District 50,Instrument 8,137502,137502.0
8271,Hospital 1014,District 8,Instrument 2,36131,397.04395604395603
8272,Hospital 1014,District 8,Instrument 3,26933,295.967032967033
8273,Hospital 1014,District 8,Instrument 4,1512,16.615384615384617
8274,Hospital 1014,District 8,Instrument 5,18000,197.8021978021978
8275,Hospital 1014,District 8,Instrument 7,7308,80.3076923076923
8276,Hospital 1016,District 48,Instrument 5,9792,23.595180722891566
8277,Hospital 1016,District 50,Instrument 3,282,282.0
8278,Hospital 1016,District 50,Instrument 4,586,586.0
8279,Hospital 1018,District 39,Instrument 3,22886,52.61149425287356
8280,Hospital 1018,District 39,Instrument 7,477,1.096551724137931
8281,Hospital 1019,District 15,Instrument 5,6000,6000.0
8282,Hospital 1019,District 19,Instrument 2,150000,150000.0
8283,Hospital 1019,District 20,Instrument 2,635,635.0
8284,Hospital 102,District 13,Instrument 7,618,1.4077448747152619
8285,Hospital 102,District 20,Instrument 7,14882,17.324796274738066
8286,Hospital 102,District 28,Instrument 19,6226,19.828025477707005
8287,Hospital 102,District 39,Instrument 3,3141,1047.0
8288,Hospital 102,District 48,Instrument 7,24876,921.3333333333334
8289,Hospital 1021,District 39,Instrument 3,53130,2213.75
8290,Hospital 1022,District 13,Instrument 2,12120,12120.0
8291,Hospital 1022,District 28,Instrument 19,2184,2184.0
8292,Hospital 1022,District 28,Instrument 7,8913,8913.0
8293,Hospital 1022,District 39,Instrument 3,14619,14619.0
8294,Hospital 1022,District 50,Instrument 3,6951,6951.0
8295,Hospital 1023,District 29,Instrument 7,369726,206.78187919463087
8296,Hospital 1023,District 29,Instrument 8,109713,61.36073825503356
8297,Hospital 1023,District 50,Instrument 7,14531,14531.0
8298,Hospital 1024,District 13,Instrument 5,15220,41.58469945355191
8299,Hospital 1024,District 41,Instrument 7,103327,38.830139045471626
8300,Hospital 1024,District 50,Instrument 4,58385,58385.0
8301,Hospital 1025,District 20,Instrument 5,99933,99933.0
8302,Hospital 1025,District 50,Instrument 8,34241,34241.0
8303,Hospital 1029,District 28,Instrument 18,41756,106.79283887468031
8304,Hospital 1029,District 28,Instrument 7,2512,6.42455242966752
8305,Hospital 103,District 13,Instrument 5,45180,189.03765690376568
8306,Hospital 103,District 13,Instrument 7,9600,40.1673640167364
8307,Hospital 1031,District 20,Instrument 2,31080,31080.0
8308,Hospital 1031,District 20,Instrument 3,11520,11520.0
8309,Hospital 1033,District 13,Instrument 3,23264,684.2352941176471
8310,Hospital 1033,District 19,Instrument 3,1160,290.0
8311,Hospital 1033,District 3,Instrument 3,995,995.0
8312,Hospital 1033,District 4,Instrument 3,2874,319.3333333333333
8313,Hospital 1033,District 41,Instrument 7,1894,86.0909090909091
8314,Hospital 1033,District 44,Instrument 3,23800,23800.0
8315,Hospital 1033,District 50,Instrument 4,24339,24339.0
8316,Hospital 1034,District 19,Instrument 3,2368,2368.0
8317,Hospital 1034,District 20,Instrument 4,22230,96.23376623376623
8318,Hospital 1034,District 20,Instrument 5,5658,24.493506493506494
8319,Hospital 1034,District 39,Instrument 3,3432,3432.0
8320,Hospital 1034,District 41,Instrument 4,14250,44.67084639498432
8321,Hospital 1035,District 12,Instrument 3,208620,1069.8461538461538
8322,Hospital 1035,District 20,Instrument 2,14700,408.3333333333333
8323,Hospital 1035,District 20,Instrument 3,9048,251.33333333333334
8324,Hospital 1035,District 32,Instrument 7,3474,386.0
8325,Hospital 1035,District 41,Instrument 7,306,27.818181818181817
8326,Hospital 1035,No District Available,Instrument 8,360250,360250.0
8327,Hospital 1036,District 41,Instrument 4,1344,1344.0
8328,Hospital 1036,District 41,Instrument 7,252,252.0
8329,Hospital 1037,District 10,Instrument 8,44613,40.19189189189189
8330,Hospital 1037,District 13,Instrument 7,10139,3.1974140649637337
8331,Hospital 1037,District 14,Instrument 3,120,0.26666666666666666
8332,Hospital 1037,District 14,Instrument 4,120,0.26666666666666666
8333,Hospital 1037,District 15,Instrument 4,120,0.17647058823529413
8334,Hospital 1037,District 19,Instrument 3,21120,59.66101694915254
8335,Hospital 1037,District 19,Instrument 4,5520,15.59322033898305
8336,Hospital 1037,District 20,Instrument 5,690,0.23501362397820164
8337,Hospital 1037,District 24,Instrument 3,120,17.142857142857142
8338,Hospital 1037,District 24,Instrument 4,120,17.142857142857142
8339,Hospital 1037,District 3,Instrument 3,120,0.44776119402985076
8340,Hospital 1037,District 3,Instrument 4,120,0.44776119402985076
8341,Hospital 1037,District 39,Instrument 3,120,12.0
8342,Hospital 1037,District 4,Instrument 3,120,0.39473684210526316
8343,Hospital 1037,District 4,Instrument 4,120,0.39473684210526316
8344,Hospital 1037,District 44,Instrument 4,120,0.007978723404255319
8345,Hospital 1037,District 49,Instrument 3,120,0.10371650821089023
8346,Hospital 1037,District 49,Instrument 4,120,0.10371650821089023
8347,Hospital 1037,District 50,Instrument 8,4403,4403.0
8348,Hospital 1037,District 8,Instrument 5,4233,4.054597701149425
8349,Hospital 1037,District 8,Instrument 7,2827,2.7078544061302683
8350,Hospital 1038,District 39,Instrument 3,5318,6.630922693266833
8351,Hospital 1038,District 50,Instrument 4,35556,35556.0
8352,Hospital 104,District 8,Instrument 3,3600,900.0
8353,Hospital 1041,District 28,Instrument 19,300,300.0
8354,Hospital 1041,District 28,Instrument 2,55224,55224.0
8355,Hospital 1041,District 28,Instrument 3,26436,26436.0
8356,Hospital 1044,District 28,Instrument 3,3600,3600.0
8357,Hospital 1044,District 4,Instrument 4,27600,27600.0
8358,Hospital 1044,District 4,Instrument 5,2760,2760.0
8359,Hospital 1046,District 18,Instrument 3,4650,4650.0
8360,Hospital 1046,District 20,Instrument 2,30534,5089.0
8361,Hospital 1046,District 20,Instrument 3,33740,5623.333333333333
8362,Hospital 1046,District 53,Instrument 19,57143,7.021749815679528
8363,Hospital 1047,District 20,Instrument 7,568,2.593607305936073
8364,Hospital 1049,District 13,Instrument 7,40999,94.25057471264368
8365,Hospital 1049,District 20,Instrument 4,10362,14.866571018651364
8366,Hospital 1049,District 28,Instrument 3,3480,1.7313432835820894
8367,Hospital 1049,District 28,Instrument 4,120,0.05970149253731343
8368,Hospital 1049,District 4,Instrument 3,720,720.0
8369,Hospital 1049,District 41,Instrument 4,1988,0.78701504354711
8370,Hospital 105,District 50,Instrument 4,4411,4411.0
8371,Hospital 1051,District 13,Instrument 7,119287,1158.126213592233
8372,Hospital 1051,District 20,Instrument 5,12600,36.950146627565985
8373,Hospital 1051,District 32,Instrument 7,3210,3210.0
8374,Hospital 1052,District 39,Instrument 3,5446,5446.0
8375,Hospital 1052,District 39,Instrument 7,253712,253712.0
8376,Hospital 1053,District 20,Instrument 5,2484,23.884615384615383
8377,Hospital 1056,District 13,Instrument 7,2400,9.16030534351145
8378,Hospital 1056,District 28,Instrument 2,9936,220.8
8379,Hospital 1056,District 28,Instrument 3,7350,163.33333333333334
8380,Hospital 1056,District 32,Instrument 7,478,53.111111111111114
8381,Hospital 1056,District 4,Instrument 2,8352,363.1304347826087
8382,Hospital 1057,District 17,Instrument 3,15825,18.929425837320576
8383,Hospital 1057,District 39,Instrument 3,39544,2196.8888888888887
8384,Hospital 1057,No District Available,Instrument 19,63480,63480.0
8385,Hospital 1058,District 41,Instrument 4,225,225.0
8386,Hospital 1058,No District Available,Instrument 19,46000,46000.0
8387,Hospital 1059,District 12,Instrument 5,222471,37.828770617241965
8388,Hospital 1059,District 20,Instrument 5,250900,704.7752808988764
8389,Hospital 106,District 28,Instrument 2,90792,90792.0
8390,Hospital 106,District 28,Instrument 3,43044,43044.0
8391,Hospital 106,District 41,Instrument 4,3000,1.3673655423883317
8392,Hospital 106,District 41,Instrument 7,1095,0.4990884229717411
8393,Hospital 1060,District 19,Instrument 2,5670,109.03846153846153
8394,Hospital 1060,District 19,Instrument 3,370,7.115384615384615
8395,Hospital 1060,District 28,Instrument 19,638,319.0
8396,Hospital 1060,District 28,Instrument 2,7308,3654.0
8397,Hospital 1060,District 28,Instrument 3,1302,651.0
8398,Hospital 1063,District 20,Instrument 4,6966,35.36040609137056
8399,Hospital 1063,District 39,Instrument 3,210,210.0
8400,Hospital 1063,District 41,Instrument 4,5220,652.5
8401,Hospital 1068,District 19,Instrument 3,2700,4.265402843601896
8402,Hospital 1068,District 19,Instrument 4,120,0.1895734597156398
8403,Hospital 1068,District 19,Instrument 5,72000,113.74407582938389
8404,Hospital 1068,District 20,Instrument 4,213934,165.711851278079
8405,Hospital 1068,District 32,Instrument 7,2400,9.95850622406639
8406,Hospital 1068,District 39,Instrument 3,8846,982.8888888888889
8407,Hospital 1068,District 50,Instrument 13,98172,98172.0
8408,Hospital 1068,District 8,Instrument 3,6270,25.08
8409,Hospital 1068,District 8,Instrument 8,21599,86.396
8410,Hospital 1068,No District Available,Instrument 13,429688,429688.0
8411,Hospital 1069,District 12,Instrument 5,13080,20.928
8412,Hospital 1069,District 13,Instrument 7,8870,112.27848101265823
8413,Hospital 1069,District 15,Instrument 5,4500,409.09090909090907
8414,Hospital 1069,District 17,Instrument 4,537,22.375
8415,Hospital 1069,District 17,Instrument 8,465,19.375
8416,Hospital 1069,District 20,Instrument 4,5400,37.241379310344826
8417,Hospital 1069,District 20,Instrument 5,26700,184.13793103448276
8418,Hospital 1069,District 3,Instrument 3,2484,108.0
8419,Hospital 1069,District 3,Instrument 4,1890,82.17391304347827
8420,Hospital 1069,District 30,Instrument 3,5760,411.42857142857144
8421,Hospital 1069,District 32,Instrument 7,3751,220.64705882352942
8422,Hospital 1069,District 39,Instrument 3,1220,43.57142857142857
8423,Hospital 1069,District 41,Instrument 4,660,11.379310344827585
8424,Hospital 1069,District 5,Instrument 3,1800,105.88235294117646
8425,Hospital 1069,District 5,Instrument 4,480,28.235294117647058
8426,Hospital 1069,District 7,Instrument 3,2772,346.5
8427,Hospital 1069,District 7,Instrument 5,2712,339.0
8428,Hospital 1069,District 8,Instrument 3,1818,43.285714285714285
8429,Hospital 1069,District 8,Instrument 5,575,13.69047619047619
8430,Hospital 1069,District 8,Instrument 7,3096,73.71428571428571
8431,Hospital 1069,District 9,Instrument 3,85914,32.225806451612904
8432,Hospital 1069,District 9,Instrument 5,298560,111.98799699924982
8433,Hospital 1069,District 9,Instrument 7,1023000,383.72093023255815
8434,Hospital 1073,District 20,Instrument 3,3545,590.8333333333334
8435,Hospital 1073,District 28,Instrument 2,5776,5776.0
8436,Hospital 1074,District 20,Instrument 5,1656,236.57142857142858
8437,Hospital 1076,District 33,Instrument 2,24390,24390.0
8438,Hospital 1076,District 41,Instrument 4,4006,0.8373745819397993
8439,Hospital 1076,District 41,Instrument 7,3240,0.677257525083612
8440,Hospital 1076,District 8,Instrument 3,9759,9759.0
8441,Hospital 1076,District 8,Instrument 7,759,759.0
8442,Hospital 1078,District 50,Instrument 4,1111,1111.0
8443,Hospital 1080,District 50,Instrument 2,193522,193522.0
8444,Hospital 1085,District 32,Instrument 20,1674,1674.0
8445,Hospital 1085,District 32,Instrument 7,120,120.0
8446,Hospital 1085,District 50,Instrument 4,15587,15587.0
8447,Hospital 1087,District 39,Instrument 3,8846,0.5442687503845444
8448,Hospital 1088,District 41,Instrument 4,17040,140.82644628099175
8449,Hospital 1090,District 13,Instrument 13,602,1.7053824362606231
8450,Hospital 1090,District 13,Instrument 7,11950,33.85269121813031
8451,Hospital 1090,District 4,Instrument 3,864,5.503184713375796
8452,Hospital 1090,District 8,Instrument 3,930,11.481481481481481
8453,Hospital 1090,District 8,Instrument 4,1440,17.77777777777778
8454,Hospital 1090,District 8,Instrument 5,3924,48.44444444444444
8455,Hospital 1090,District 8,Instrument 7,3480,42.96296296296296
8456,Hospital 1091,District 13,Instrument 7,1914,13.384615384615385
8457,Hospital 1091,District 20,Instrument 5,14400,76.59574468085107
8458,Hospital 1091,District 39,Instrument 3,421,421.0
8459,Hospital 1091,District 41,Instrument 7,12861,123.66346153846153
8460,Hospital 1092,District 13,Instrument 7,222492,713.1153846153846
8461,Hospital 1092,District 3,Instrument 3,182850,16.835466347481816
8462,Hospital 1092,District 3,Instrument 5,357486,32.914648743209646
8463,Hospital 1092,District 3,Instrument 7,1182000,108.82975784918516
8464,Hospital 1092,District 5,Instrument 3,711,711.0
8465,Hospital 1092,District 50,Instrument 5,9533,9533.0
8466,Hospital 1092,District 50,Instrument 7,5438,5438.0
8467,Hospital 1093,District 41,Instrument 7,13236,73.94413407821229
8468,Hospital 1094,District 18,Instrument 7,5115,5115.0
8469,Hospital 1094,District 20,Instrument 13,3233,3233.0
8470,Hospital 1095,District 13,Instrument 7,30095,66.43487858719647
8471,Hospital 1095,District 18,Instrument 5,8954,1.803423967774421
8472,Hospital 1095,District 20,Instrument 4,1620,8.571428571428571
8473,Hospital 1095,District 30,Instrument 3,19272,33.400346620450605
8474,Hospital 1095,District 35,Instrument 3,65844,32922.0
8475,Hospital 1095,District 35,Instrument 4,63036,31518.0
8476,Hospital 1095,District 39,Instrument 3,33823,256.2348484848485
8477,Hospital 1095,District 41,Instrument 4,46800,185.71428571428572
8478,Hospital 1095,District 8,Instrument 3,136629,423.0
8479,Hospital 1095,District 9,Instrument 3,35934,296.97520661157023
8480,Hospital 1095,No District Available,Instrument 4,213840,213840.0
8481,Hospital 1096,District 29,Instrument 7,4592,34.526315789473685
8482,Hospital 110,District 13,Instrument 13,16865,5621.666666666667
8483,Hospital 110,District 13,Instrument 7,53686,17895.333333333332
8484,Hospital 110,District 19,Instrument 3,20568,14.829127613554434
8485,Hospital 110,District 19,Instrument 5,75000,54.07354001441961
8486,Hospital 1100,District 12,Instrument 2,34200,85.71428571428571
8487,Hospital 1100,District 12,Instrument 3,1530,3.8345864661654137
8488,Hospital 1100,District 12,Instrument 5,9420,23.60902255639098
8489,Hospital 1100,District 20,Instrument 5,7914,53.472972972972975
8490,Hospital 1100,District 28,Instrument 3,25680,69.21832884097034
8491,Hospital 1100,District 4,Instrument 3,900,900.0
8492,Hospital 1100,District 4,Instrument 5,2400,2400.0
8493,Hospital 1100,District 41,Instrument 2,36000,9000.0
8494,Hospital 1100,District 41,Instrument 3,10416,2604.0
8495,Hospital 1100,District 41,Instrument 4,5220,1305.0
8496,Hospital 1100,District 41,Instrument 5,8676,2169.0
8497,Hospital 1100,District 43,Instrument 2,53040,203.2183908045977
8498,Hospital 1100,District 43,Instrument 3,13974,53.54022988505747
8499,Hospital 1100,District 43,Instrument 5,30000,114.94252873563218
8500,Hospital 1101,District 20,Instrument 5,23328,598.1538461538462
8501,Hospital 1102,District 13,Instrument 7,321661,53.592302565811394
8502,Hospital 1102,District 39,Instrument 2,266,266.0
8503,Hospital 1102,District 39,Instrument 3,294,294.0
8504,Hospital 1104,District 20,Instrument 13,131,1.1592920353982301
8505,Hospital 1104,District 20,Instrument 5,6000,53.097345132743364
8506,Hospital 1105,District 12,Instrument 4,26536,137.49222797927462
8507,Hospital 1105,District 20,Instrument 2,27013,27013.0
8508,Hospital 1105,District 20,Instrument 3,5486,5486.0
8509,Hospital 1105,District 20,Instrument 4,7704,7704.0
8510,Hospital 1105,District 35,Instrument 2,18000,211.76470588235293
8511,Hospital 1105,District 35,Instrument 3,27360,321.88235294117646
8512,Hospital 1105,District 4,Instrument 2,1586,1586.0
8513,Hospital 1105,District 4,Instrument 3,510,510.0
8514,Hospital 1105,District 4,Instrument 4,2944,2944.0
8515,Hospital 1105,District 41,Instrument 4,420,420.0
8516,Hospital 1106,District 20,Instrument 13,1553,1.9733163913595935
8517,Hospital 1106,District 20,Instrument 4,216,0.2744599745870394
8518,Hospital 1108,District 41,Instrument 4,2970,5.4495412844036695
8519,Hospital 1108,District 41,Instrument 7,2187,4.012844036697247
8520,Hospital 1110,District 20,Instrument 5,11868,138.0
8521,Hospital 1110,District 34,Instrument 5,180,180.0
8522,Hospital 1110,District 34,Instrument 7,600,600.0
8523,Hospital 1110,District 41,Instrument 4,8175,340.625
8524,Hospital 1110,District 50,Instrument 4,11688,11688.0
8525,Hospital 1110,District 8,Instrument 3,2218,59.945945945945944
8526,Hospital 1110,District 8,Instrument 4,812,21.945945945945947
8527,Hospital 1110,District 8,Instrument 7,2028,54.810810810810814
8528,Hospital 1111,District 13,Instrument 13,40563,83.29158110882958
8529,Hospital 1111,District 13,Instrument 18,141823,291.217659137577
8530,Hospital 1111,District 13,Instrument 7,9289,19.073921971252567
8531,Hospital 1111,District 2,Instrument 2,11646,1663.7142857142858
8532,Hospital 1111,District 20,Instrument 4,36000,246.57534246575344
8533,Hospital 1111,District 20,Instrument 5,7200,49.31506849315068
8534,Hospital 1111,District 32,Instrument 4,360,360.0
8535,Hospital 1111,District 41,Instrument 4,34800,621.4285714285714
8536,Hospital 1111,District 50,Instrument 4,87900,87900.0
8537,Hospital 1111,District 8,Instrument 3,2400,2.600216684723727
8538,Hospital 1111,District 8,Instrument 4,1440,1.5601300108342362
8539,Hospital 1111,District 8,Instrument 5,2700,2.925243770314193
8540,Hospital 1111,No District Available,Instrument 13,39833,39833.0
8541,Hospital 1111,No District Available,Instrument 18,113000,113000.0
8542,Hospital 1111,No District Available,Instrument 19,46080,46080.0
8543,Hospital 1111,No District Available,Instrument 7,47989,47989.0
8544,Hospital 1113,District 13,Instrument 7,7770,64.21487603305785
8545,Hospital 1113,District 20,Instrument 13,383,383.0
8546,Hospital 1113,District 20,Instrument 5,11820,11820.0
8547,Hospital 1113,District 29,Instrument 7,10800,360.0
8548,Hospital 1113,District 50,Instrument 8,15667,15667.0
8549,Hospital 1113,District 8,Instrument 8,248,4.96
8550,Hospital 1114,District 20,Instrument 5,552,552.0
8551,Hospital 1114,District 39,Instrument 3,1233,1233.0
8552,Hospital 1116,District 13,Instrument 7,360,2.7480916030534353
8553,Hospital 1116,District 39,Instrument 13,7266,302.75
8554,Hospital 1116,District 39,Instrument 3,34680,1445.0
8555,Hospital 1116,District 50,Instrument 13,178457,178457.0
8556,Hospital 1120,District 39,Instrument 5,252000,1333.3333333333333
8557,Hospital 1121,District 18,Instrument 18,332,332.0
8558,Hospital 1121,District 19,Instrument 3,52695,329.34375
8559,Hospital 1121,District 19,Instrument 4,26348,164.675
8560,Hospital 1121,District 20,Instrument 13,5213,44.55555555555556
8561,Hospital 1121,District 41,Instrument 7,5794,89.13846153846154
8562,Hospital 1121,District 48,Instrument 5,15600,25.0
8563,Hospital 1121,District 50,Instrument 4,66299,66299.0
8564,Hospital 1123,District 41,Instrument 13,2400,2400.0
8565,Hospital 1123,District 41,Instrument 4,2220,2220.0
8566,Hospital 1124,District 39,Instrument 3,4052,4052.0
8567,Hospital 1126,District 13,Instrument 2,12852,12852.0
8568,Hospital 1126,District 18,Instrument 5,4516,4516.0
8569,Hospital 1126,District 50,Instrument 13,64436,64436.0
8570,Hospital 1128,District 12,Instrument 4,1676400,35.31419182237577
8571,Hospital 1128,District 13,Instrument 7,3894,0.12593383137673425
8572,Hospital 1128,District 3,Instrument 3,51120,111.1304347826087
8573,Hospital 1128,District 30,Instrument 3,630,52.5
8574,Hospital 1128,District 32,Instrument 8,2310,1.1538461538461537
8575,Hospital 1128,District 34,Instrument 8,630,630.0
8576,Hospital 1128,District 35,Instrument 3,8010,2.5133354251647315
8577,Hospital 1128,District 35,Instrument 8,450,0.14119861939127706
8578,Hospital 1128,District 38,Instrument 3,624,36.705882352941174
8579,Hospital 1128,District 38,Instrument 4,14040,825.8823529411765
8580,Hospital 1128,District 39,Instrument 3,16601,286.2241379310345
8581,Hospital 1128,District 39,Instrument 7,533,9.189655172413794
8582,Hospital 1128,District 4,Instrument 3,16350,3270.0
8583,Hospital 1128,District 4,Instrument 4,46800,9360.0
8584,Hospital 1128,District 4,Instrument 8,2700,540.0
8585,Hospital 1128,District 41,Instrument 8,9180,2.612407512805919
8586,Hospital 1128,District 43,Instrument 3,2496,34.666666666666664
8587,Hospital 1128,District 44,Instrument 4,18900,106.77966101694915
8588,Hospital 1128,District 44,Instrument 8,990,5.593220338983051
8589,Hospital 1128,District 48,Instrument 4,18480,3.5689455388180766
8590,Hospital 1128,District 49,Instrument 8,150,2.9411764705882355
